sessionId,timestamp,itemId,category
55471,2014-04-02T13:49:36.394Z,214835287,0
55471,2014-04-02T13:50:48.518Z,214606387,0
55471,2014-04-02T13:51:34.774Z,214696425,0
55471,2014-04-02T13:52:16.248Z,214704182,0
55471,2014-04-02T13:52:40.696Z,214835713,0
55471,2014-04-02T13:53:18.798Z,214676542,0
55471,2014-04-02T13:53:44.867Z,214676595,0
55471,2014-04-02T13:54:33.626Z,214676597,0
55471,2014-04-02T13:55:08.752Z,214676597,0
55471,2014-04-02T13:56:11.077Z,214606387,0
55471,2014-04-02T13:57:36.739Z,214835713,0
55471,2014-04-02T13:57:36.741Z,214530669,0
55471,2014-04-02T13:57:36.881Z,214835117,0
55471,2014-04-02T13:57:38.551Z,214530677,0
55471,2014-04-02T13:57:41.982Z,214530673,0
55471,2014-04-02T13:57:45.871Z,214530680,0
55471,2014-04-02T13:57:53.820Z,214835120,0
55471,2014-04-02T13:58:00.895Z,214530675,0
55471,2014-04-02T13:58:40.171Z,214530682,0
55471,2014-04-02T13:58:40.500Z,214530690,0
55471,2014-04-02T13:58:44.867Z,214530695,0
55471,2014-04-02T13:58:45.318Z,214530697,0
55471,2014-04-02T13:58:48.180Z,214530701,0
55471,2014-04-02T13:58:48.485Z,214530705,0
55471,2014-04-02T13:58:51.412Z,214530703,0
55471,2014-04-02T13:58:51.609Z,214530710,0
55471,2014-04-02T13:59:29.925Z,214530684,0
55471,2014-04-02T13:59:30.279Z,214530667,0
55471,2014-04-02T13:59:32.548Z,214629253,0
55471,2014-04-02T13:59:33.880Z,214530688,0
55471,2014-04-02T13:59:35.128Z,214835285,0
55471,2014-04-02T13:59:35.431Z,214530686,0
55471,2014-04-02T13:59:38.184Z,214835287,0
55471,2014-04-02T13:59:39.262Z,214701350,0
55471,2014-04-02T14:00:35.602Z,214510700,0
55471,2014-04-02T14:00:35.644Z,214606415,0
55471,2014-04-02T14:00:36.212Z,214510689,0
55471,2014-04-02T14:00:38.809Z,214701358,0
55471,2014-04-02T14:00:39.350Z,214701354,0
55471,2014-04-02T14:00:40.675Z,214701356,0
55471,2014-04-02T14:00:40.939Z,214701352,0
55471,2014-04-02T14:01:33.104Z,214704180,0
55471,2014-04-02T14:01:33.108Z,214600989,0
55471,2014-04-02T14:01:33.393Z,214704182,0
55471,2014-04-02T14:01:38.767Z,214512611,0
55471,2014-04-02T14:02:13.459Z,214696425,0
55471,2014-04-02T14:02:13.800Z,214676387,0
55471,2014-04-02T14:02:15.490Z,214706452,0
55471,2014-04-02T14:02:15.670Z,214680371,0
55471,2014-04-02T14:02:17.902Z,214606406,0
55471,2014-04-02T14:02:17.970Z,214680369,0
55471,2014-04-02T14:02:25.546Z,214606408,0
55471,2014-04-02T14:02:28.194Z,214606402,0
55471,2014-04-02T14:02:28.775Z,214606404,0
55471,2014-04-02T14:02:30.203Z,214606397,0
55471,2014-04-02T14:03:39.000Z,214606400,0
55471,2014-04-02T14:03:39.268Z,214676612,0
55471,2014-04-02T14:03:42.626Z,214602605,0
55471,2014-04-02T14:03:42.627Z,214606417,0
55471,2014-04-02T14:03:42.947Z,214606419,0
55471,2014-04-02T14:03:45.048Z,214606412,0
55471,2014-04-02T14:03:45.964Z,214606387,0
55471,2014-04-02T14:03:46.154Z,214743515,0
55471,2014-04-02T14:05:07.512Z,214606391,0
55471,2014-04-02T14:05:08.224Z,214606389,0
55471,2014-04-02T14:05:11.550Z,214701219,0
55471,2014-04-02T14:05:11.596Z,214701217,0
55471,2014-04-02T14:05:14.661Z,214712237,0
55471,2014-04-02T14:05:15.133Z,214511015,0
55471,2014-04-02T14:05:15.864Z,214548780,0
55471,2014-04-02T14:05:18.694Z,214548793,0
55471,2014-04-02T14:05:21.997Z,214548785,0
55471,2014-04-02T14:05:25.802Z,214548787,0
55471,2014-04-02T14:05:26.937Z,214611129,0
55471,2014-04-02T14:06:23.095Z,214611131,0
55471,2014-04-02T14:06:23.147Z,214611133,0
55471,2014-04-02T14:06:23.535Z,214611137,0
55471,2014-04-02T14:06:27.575Z,214676574,0
55471,2014-04-02T14:06:27.802Z,214676576,0
55471,2014-04-02T14:06:30.092Z,214676578,0
55471,2014-04-02T14:06:30.815Z,214676589,0
55471,2014-04-02T14:06:35.407Z,214676593,0
55471,2014-04-02T14:07:23.441Z,214676595,0
55471,2014-04-02T14:07:23.778Z,214676597,0
55471,2014-04-02T14:07:26.077Z,214676600,0
55471,2014-04-02T14:07:26.531Z,214676606,0
55471,2014-04-02T14:07:32.081Z,214676591,0
55471,2014-04-02T14:07:32.082Z,214676615,0
55471,2014-04-02T14:07:32.084Z,214676610,0
55471,2014-04-02T14:07:32.085Z,214676608,0
55471,2014-04-02T14:09:01.155Z,214611127,0
55471,2014-04-02T14:09:01.156Z,214676540,0
55471,2014-04-02T14:09:01.610Z,214676537,0
55471,2014-04-02T14:09:03.315Z,214601210,0
55471,2014-04-02T14:09:03.668Z,214676542,0
55471,2014-04-02T14:09:06.773Z,214601212,0
55471,2014-04-02T14:09:07.386Z,214601214,0
55471,2014-04-02T14:09:14.994Z,214601216,0
55471,2014-04-02T14:09:16.127Z,214601207,0
55471,2014-04-02T14:09:18.869Z,214601203,0
55471,2014-04-02T14:09:21.966Z,214701787,0
55471,2014-04-02T14:09:24.174Z,214676604,0
55471,2014-04-02T14:09:24.955Z,214581489,0
55471,2014-04-02T14:09:24.964Z,214640000,0
55471,2014-04-02T14:09:25.249Z,214611125,0
55471,2014-04-02T14:11:01.723Z,214638977,0
55471,2014-04-02T14:11:01.730Z,214717627,0
55471,2014-04-02T14:14:13.804Z,214530581,0
55471,2014-04-02T14:14:13.805Z,214639704,0
55471,2014-04-02T14:14:14.809Z,214701770,0
55471,2014-04-02T14:14:18.327Z,214701748,0
55471,2014-04-02T14:14:18.389Z,214701720,0
55471,2014-04-02T14:14:19.330Z,214701710,0
55471,2014-04-02T14:14:21.137Z,214701703,0
55471,2014-04-02T14:14:22.506Z,214676617,0
55471,2014-04-02T14:16:43.922Z,214639815,0
55471,2014-04-02T14:16:43.923Z,214639710,0
55471,2014-04-02T14:16:43.927Z,214639719,0
55471,2014-04-02T14:16:44.035Z,214676567,0
55471,2014-04-02T14:16:44.609Z,214639715,0
55471,2014-04-02T14:16:44.825Z,214639708,0
55471,2014-04-02T14:16:47.371Z,214639700,0
55471,2014-04-02T14:16:59.004Z,214676582,0
55471,2014-04-02T14:18:33.815Z,214552685,0
55471,2014-04-02T14:18:33.898Z,214552687,0
55471,2014-04-02T14:18:34.808Z,214552676,0
55471,2014-04-02T14:18:35.056Z,214552678,0
55471,2014-04-02T14:25:00.352Z,214676597,0
55471,2014-04-02T14:29:15.772Z,214676597,0
70957,2014-04-04T23:44:26.351Z,214530380,0
70957,2014-04-04T23:45:00.681Z,214652428,0
70957,2014-04-04T23:46:08.848Z,214652430,0
70957,2014-04-04T23:46:46.691Z,214652428,0
70957,2014-04-04T23:46:55.980Z,214652428,0
70957,2014-04-04T23:48:08.092Z,214546991,0
70957,2014-04-04T23:48:18.380Z,214546991,0
70957,2014-04-04T23:49:25.469Z,214820338,0
70957,2014-04-04T23:50:57.637Z,214534554,0
70957,2014-04-04T23:51:02.435Z,214534554,0
70957,2014-04-04T23:52:12.975Z,214544587,0
70957,2014-04-04T23:52:47.987Z,214544908,0
70957,2014-04-04T23:52:59.219Z,214544906,0
70957,2014-04-04T23:53:30.551Z,214544906,0
70957,2014-04-04T23:54:30.761Z,214668527,0
70957,2014-04-04T23:54:47.619Z,214639922,0
70957,2014-04-04T23:55:07.274Z,214639925,0
70957,2014-04-04T23:55:11.548Z,214639925,0
70957,2014-04-04T23:56:21.890Z,214579464,0
70957,2014-04-04T23:56:54.791Z,214579464,0
70957,2014-04-04T23:57:50.902Z,214676360,0
